No;Kecamatan;Kelurahan;Nomor;Kepala Lingkungan 
1718;MEDAN TEMBUNG;BANTAN;III;MEDAN TEMBUNG-BANTAN-III
1719;MEDAN TEMBUNG;BANTAN;IV;MEDAN TEMBUNG-BANTAN-IV
1720;MEDAN TEMBUNG;BANTAN;V;MEDAN TEMBUNG-BANTAN-V
1721;MEDAN TEMBUNG;BANTAN;VI;MEDAN TEMBUNG-BANTAN-VI
1722;MEDAN TEMBUNG;BANTAN;VII;MEDAN TEMBUNG-BANTAN-VII
1723;MEDAN TEMBUNG;BANTAN;VIII;MEDAN TEMBUNG-BANTAN-VIII
1724;MEDAN TEMBUNG;BANTAN;IX;MEDAN TEMBUNG-BANTAN-IX
1725;MEDAN TEMBUNG;BANTAN;X;MEDAN TEMBUNG-BANTAN-X
1726;MEDAN TEMBUNG;BANTAN;XI;MEDAN TEMBUNG-BANTAN-XI
1727;MEDAN TEMBUNG;BANTAN;XII;MEDAN TEMBUNG-BANTAN-XII
1728;MEDAN TEMBUNG;BANTAN;XIII;MEDAN TEMBUNG-BANTAN-XIII
1729;MEDAN TEMBUNG;BANTAN;XIV;MEDAN TEMBUNG-BANTAN-XIV
1730;MEDAN TEMBUNG;BANTAN TIMUR;I;MEDAN TEMBUNG-BANTAN TIMUR-I
1731;MEDAN TEMBUNG;BANTAN TIMUR;II;MEDAN TEMBUNG-BANTAN TIMUR-II
1732;MEDAN TEMBUNG;BANTAN TIMUR;III;MEDAN TEMBUNG-BANTAN TIMUR-III
1733;MEDAN TEMBUNG;BANTAN TIMUR;IV;MEDAN TEMBUNG-BANTAN TIMUR-IV
1734;MEDAN TEMBUNG;BANTAN TIMUR;V;MEDAN TEMBUNG-BANTAN TIMUR-V
1735;MEDAN TEMBUNG;BANTAN TIMUR;VI;MEDAN TEMBUNG-BANTAN TIMUR-VI
1736;MEDAN TEMBUNG;BANTAN TIMUR;VII;MEDAN TEMBUNG-BANTAN TIMUR-VII
1737;MEDAN TEMBUNG;BANTAN TIMUR;VIII;MEDAN TEMBUNG-BANTAN TIMUR-VIII
1738;MEDAN TEMBUNG;BANTAN TIMUR;IX;MEDAN TEMBUNG-BANTAN TIMUR-IX
1739;MEDAN TEMBUNG;BANTAN TIMUR;X;MEDAN TEMBUNG-BANTAN TIMUR-X
1740;MEDAN TEMBUNG;BANTAN TIMUR;XI;MEDAN TEMBUNG-BANTAN TIMUR-XI
1741;MEDAN TEMBUNG;BANTAN TIMUR;XII;MEDAN TEMBUNG-BANTAN TIMUR-XII
1742;MEDAN TEMBUNG;BANTAN TIMUR;XIII;MEDAN TEMBUNG-BANTAN TIMUR-XIII
1743;MEDAN TEMBUNG;BANTAN TIMUR;XIV;MEDAN TEMBUNG-BANTAN TIMUR-XIV
1744;MEDAN TEMBUNG;BANTAN TIMUR;XV;MEDAN TEMBUNG-BANTAN TIMUR-XV
1745;MEDAN TEMBUNG;BANTAN TIMUR;XVI;MEDAN TEMBUNG-BANTAN TIMUR-XVI
1746;MEDAN TEMBUNG;INDRA KASIH;I;MEDAN TEMBUNG-INDRA KASIH-I
1747;MEDAN TEMBUNG;INDRA KASIH;II;MEDAN TEMBUNG-INDRA KASIH-II
1748;MEDAN TEMBUNG;INDRA KASIH;III;MEDAN TEMBUNG-INDRA KASIH-III
1749;MEDAN TEMBUNG;INDRA KASIH;IV;MEDAN TEMBUNG-INDRA KASIH-IV
1750;MEDAN TEMBUNG;INDRA KASIH;V;MEDAN TEMBUNG-INDRA KASIH-V
1751;MEDAN TEMBUNG;INDRA KASIH;VI;MEDAN TEMBUNG-INDRA KASIH-VI
1752;MEDAN TEMBUNG;INDRA KASIH;VII;MEDAN TEMBUNG-INDRA KASIH-VII
1753;MEDAN TEMBUNG;INDRA KASIH;VIII;MEDAN TEMBUNG-INDRA KASIH-VIII
1754;MEDAN TEMBUNG;INDRA KASIH;IX;MEDAN TEMBUNG-INDRA KASIH-IX
1755;MEDAN TEMBUNG;INDRA KASIH;X;MEDAN TEMBUNG-INDRA KASIH-X
1756;MEDAN TEMBUNG;INDRA KASIH;XI;MEDAN TEMBUNG-INDRA KASIH-XI
1757;MEDAN TEMBUNG;INDRA KASIH;XII;MEDAN TEMBUNG-INDRA KASIH-XII
1758;MEDAN TEMBUNG;INDRA KASIH;XIII;MEDAN TEMBUNG-INDRA KASIH-XIII
1759;MEDAN TEMBUNG;SIDOREJO;I;MEDAN TEMBUNG-SIDOREJO-I
1760;MEDAN TEMBUNG;SIDOREJO;II;MEDAN TEMBUNG-SIDOREJO-II
1761;MEDAN TEMBUNG;SIDOREJO;III;MEDAN TEMBUNG-SIDOREJO-III
1762;MEDAN TEMBUNG;SIDOREJO;IV;MEDAN TEMBUNG-SIDOREJO-IV
1763;MEDAN TEMBUNG;SIDOREJO;V;MEDAN TEMBUNG-SIDOREJO-V
1764;MEDAN TEMBUNG;SIDOREJO;VI;MEDAN TEMBUNG-SIDOREJO-VI
1765;MEDAN TEMBUNG;SIDOREJO;VII;MEDAN TEMBUNG-SIDOREJO-VII
1766;MEDAN TEMBUNG;SIDOREJO;VIII;MEDAN TEMBUNG-SIDOREJO-VIII
1767;MEDAN TEMBUNG;SIDOREJO;IX;MEDAN TEMBUNG-SIDOREJO-IX
1768;MEDAN TEMBUNG;SIDOREJO;X;MEDAN TEMBUNG-SIDOREJO-X
1769;MEDAN TEMBUNG;SIDOREJO;XI;MEDAN TEMBUNG-SIDOREJO-XI
1770;MEDAN TEMBUNG;SIDOREJO;XII;MEDAN TEMBUNG-SIDOREJO-XII
1771;MEDAN TEMBUNG;SIDOREJO;XIII;MEDAN TEMBUNG-SIDOREJO-XIII
1772;MEDAN TEMBUNG;SIDOREJO;XIV;MEDAN TEMBUNG-SIDOREJO-XIV
1773;MEDAN TEMBUNG;SIDOREJO;XV;MEDAN TEMBUNG-SIDOREJO-XV
1774;MEDAN TEMBUNG;SIDOREJO;XVI;MEDAN TEMBUNG-SIDOREJO-XVI
1775;MEDAN TEMBUNG;SIDOREJO;XVII;MEDAN TEMBUNG-SIDOREJO-XVII
1776;MEDAN TEMBUNG;SIDOREJO;XVIII;MEDAN TEMBUNG-SIDOREJO-XVIII
1777;MEDAN TEMBUNG;SIDOREJO;XIX;MEDAN TEMBUNG-SIDOREJO-XIX
1778;MEDAN TEMBUNG;SIDOREJO;XX;MEDAN TEMBUNG-SIDOREJO-XX
1779;MEDAN TEMBUNG;SIDOREJO HILIR;I;MEDAN TEMBUNG-SIDOREJO HILIR-I
1780;MEDAN TEMBUNG;SIDOREJO HILIR;II;MEDAN TEMBUNG-SIDOREJO HILIR-II
1781;MEDAN TEMBUNG;SIDOREJO HILIR;III;MEDAN TEMBUNG-SIDOREJO HILIR-III
1782;MEDAN TEMBUNG;SIDOREJO HILIR;IV;MEDAN TEMBUNG-SIDOREJO HILIR-IV
1783;MEDAN TEMBUNG;SIDOREJO HILIR;V;MEDAN TEMBUNG-SIDOREJO HILIR-V
1784;MEDAN TEMBUNG;SIDOREJO HILIR;VI;MEDAN TEMBUNG-SIDOREJO HILIR-VI
1785;MEDAN TEMBUNG;SIDOREJO HILIR;VII;MEDAN TEMBUNG-SIDOREJO HILIR-VII
1786;MEDAN TEMBUNG;SIDOREJO HILIR;VIII;MEDAN TEMBUNG-SIDOREJO HILIR-VIII
1787;MEDAN TEMBUNG;SIDOREJO HILIR;IX;MEDAN TEMBUNG-SIDOREJO HILIR-IX
1788;MEDAN TEMBUNG;SIDOREJO HILIR;X;MEDAN TEMBUNG-SIDOREJO HILIR-X
1789;MEDAN TEMBUNG;SIDOREJO HILIR;XI;MEDAN TEMBUNG-SIDOREJO HILIR-XI
1790;MEDAN TEMBUNG;SIDOREJO HILIR;XII;MEDAN TEMBUNG-SIDOREJO HILIR-XII
1791;MEDAN TEMBUNG;SIDOREJO HILIR;XIII;MEDAN TEMBUNG-SIDOREJO HILIR-XIII
1792;MEDAN TEMBUNG;SIDOREJO HILIR;XIV;MEDAN TEMBUNG-SIDOREJO HILIR-XIV
1793;MEDAN TEMBUNG;TEMBUNG;I;MEDAN TEMBUNG-TEMBUNG-I
1794;MEDAN TEMBUNG;TEMBUNG;II;MEDAN TEMBUNG-TEMBUNG-II
1795;MEDAN TEMBUNG;TEMBUNG;III;MEDAN TEMBUNG-TEMBUNG-III
1796;MEDAN TEMBUNG;TEMBUNG;IV;MEDAN TEMBUNG-TEMBUNG-IV
1797;MEDAN TEMBUNG;TEMBUNG;V;MEDAN TEMBUNG-TEMBUNG-V
1798;MEDAN TEMBUNG;TEMBUNG;VI;MEDAN TEMBUNG-TEMBUNG-VI
1799;MEDAN TIMUR;DURIAN;I;MEDAN TIMUR-DURIAN-I
1800;MEDAN TIMUR;DURIAN;II;MEDAN TIMUR-DURIAN-II
1801;MEDAN TIMUR;DURIAN;III;MEDAN TIMUR-DURIAN-III
1802;MEDAN TIMUR;DURIAN;IV;MEDAN TIMUR-DURIAN-IV
1803;MEDAN TIMUR;DURIAN;V;MEDAN TIMUR-DURIAN-V
1804;MEDAN TIMUR;DURIAN;VI;MEDAN TIMUR-DURIAN-VI
1805;MEDAN TIMUR;DURIAN;VII;MEDAN TIMUR-DURIAN-VII
1806;MEDAN TIMUR;DURIAN;VIII;MEDAN TIMUR-DURIAN-VIII
1807;MEDAN TIMUR;DURIAN;IX;MEDAN TIMUR-DURIAN-IX
1808;MEDAN TIMUR;DURIAN;X;MEDAN TIMUR-DURIAN-X
1809;MEDAN TIMUR;DURIAN;XI;MEDAN TIMUR-DURIAN-XI
1810;MEDAN TIMUR;DURIAN;XII;MEDAN TIMUR-DURIAN-XII
1811;MEDAN TIMUR;GAHARU;I;MEDAN TIMUR-GAHARU-I
1812;MEDAN TIMUR;GAHARU;II;MEDAN TIMUR-GAHARU-II
1813;MEDAN TIMUR;GAHARU;III;MEDAN TIMUR-GAHARU-III
1814;MEDAN TIMUR;GAHARU;IV;MEDAN TIMUR-GAHARU-IV
1815;MEDAN TIMUR;GAHARU;V;MEDAN TIMUR-GAHARU-V
1816;MEDAN TIMUR;GAHARU;VI;MEDAN TIMUR-GAHARU-VI
1817;MEDAN TIMUR;GAHARU;VII;MEDAN TIMUR-GAHARU-VII
1818;MEDAN TIMUR;GAHARU;VIII;MEDAN TIMUR-GAHARU-VIII
1819;MEDAN TIMUR;GAHARU;IX;MEDAN TIMUR-GAHARU-IX
1820;MEDAN TIMUR;GAHARU;X;MEDAN TIMUR-GAHARU-X
1821;MEDAN TIMUR;GAHARU;XI;MEDAN TIMUR-GAHARU-XI
1822;MEDAN TIMUR;GAHARU;XII;MEDAN TIMUR-GAHARU-XII
1823;MEDAN TIMUR;GANG BUNTU;I;MEDAN TIMUR-GANG BUNTU-I
1824;MEDAN TIMUR;GANG BUNTU;II;MEDAN TIMUR-GANG BUNTU-II
1825;MEDAN TIMUR;GANG BUNTU;III;MEDAN TIMUR-GANG BUNTU-III
1826;MEDAN TIMUR;GANG BUNTU;IV;MEDAN TIMUR-GANG BUNTU-IV
1827;MEDAN TIMUR;GANG BUNTU;V;MEDAN TIMUR-GANG BUNTU-V
1828;MEDAN TIMUR;GANG BUNTU;VI;MEDAN TIMUR-GANG BUNTU-VI
1829;MEDAN TIMUR;GANG BUNTU;VII;MEDAN TIMUR-GANG BUNTU-VII
1830;MEDAN TIMUR;GANG BUNTU;VIII;MEDAN TIMUR-GANG BUNTU-VIII
1831;MEDAN TIMUR;GANG BUNTU;IX;MEDAN TIMUR-GANG BUNTU-IX
1832;MEDAN TIMUR;GANG BUNTU;X;MEDAN TIMUR-GANG BUNTU-X
1833;MEDAN TIMUR;GANG BUNTU;XI;MEDAN TIMUR-GANG BUNTU-XI
1834;MEDAN TIMUR;GLUGUR DARAT I;I;MEDAN TIMUR-GLUGUR DARAT I-I
1835;MEDAN TIMUR;GLUGUR DARAT I;II;MEDAN TIMUR-GLUGUR DARAT I-II
1836;MEDAN TIMUR;GLUGUR DARAT I;III;MEDAN TIMUR-GLUGUR DARAT I-III
1837;MEDAN TIMUR;GLUGUR DARAT I;IV;MEDAN TIMUR-GLUGUR DARAT I-IV
1838;MEDAN TIMUR;GLUGUR DARAT I;V;MEDAN TIMUR-GLUGUR DARAT I-V
1839;MEDAN TIMUR;GLUGUR DARAT I;VI;MEDAN TIMUR-GLUGUR DARAT I-VI
1840;MEDAN TIMUR;GLUGUR DARAT I;VII;MEDAN TIMUR-GLUGUR DARAT I-VII
1841;MEDAN TIMUR;GLUGUR DARAT I;VIII;MEDAN TIMUR-GLUGUR DARAT I-VIII
1842;MEDAN TIMUR;GLUGUR DARAT I;IX;MEDAN TIMUR-GLUGUR DARAT I-IX
1843;MEDAN TIMUR;GLUGUR DARAT I;X;MEDAN TIMUR-GLUGUR DARAT I-X
1844;MEDAN TIMUR;GLUGUR DARAT I;XI;MEDAN TIMUR-GLUGUR DARAT I-XI
1845;MEDAN TIMUR;GLUGUR DARAT I;XII;MEDAN TIMUR-GLUGUR DARAT I-XII
1846;MEDAN TIMUR;GLUGUR DARAT I;XIII;MEDAN TIMUR-GLUGUR DARAT I-XIII
1847;MEDAN TIMUR;GLUGUR DARAT II;I;MEDAN TIMUR-GLUGUR DARAT II-I
1848;MEDAN TIMUR;GLUGUR DARAT II;II;MEDAN TIMUR-GLUGUR DARAT II-II
1849;MEDAN TIMUR;GLUGUR DARAT II;III;MEDAN TIMUR-GLUGUR DARAT II-III
1850;MEDAN TIMUR;GLUGUR DARAT II;IV;MEDAN TIMUR-GLUGUR DARAT II-IV
1851;MEDAN TIMUR;GLUGUR DARAT II;V;MEDAN TIMUR-GLUGUR DARAT II-V
1852;MEDAN TIMUR;GLUGUR DARAT II;VI;MEDAN TIMUR-GLUGUR DARAT II-VI
1853;MEDAN TIMUR;GLUGUR DARAT II;VII;MEDAN TIMUR-GLUGUR DARAT II-VII
1854;MEDAN TIMUR;GLUGUR DARAT II;VIII;MEDAN TIMUR-GLUGUR DARAT II-VIII
1855;MEDAN TIMUR;GLUGUR DARAT II;IX;MEDAN TIMUR-GLUGUR DARAT II-IX
1856;MEDAN TIMUR;GLUGUR DARAT II;X;MEDAN TIMUR-GLUGUR DARAT II-X
1857;MEDAN TIMUR;GLUGUR DARAT II;XI;MEDAN TIMUR-GLUGUR DARAT II-XI
1858;MEDAN TIMUR;GLUGUR DARAT II;XII;MEDAN TIMUR-GLUGUR DARAT II-XII
1859;MEDAN TIMUR;PERINTIS;I;MEDAN TIMUR-PERINTIS-I
1860;MEDAN TIMUR;PERINTIS;II;MEDAN TIMUR-PERINTIS-II
1861;MEDAN TIMUR;PERINTIS;III;MEDAN TIMUR-PERINTIS-III
1862;MEDAN TIMUR;PERINTIS;IV;MEDAN TIMUR-PERINTIS-IV
1863;MEDAN TIMUR;PERINTIS;V;MEDAN TIMUR-PERINTIS-V
1864;MEDAN TIMUR;PULO BRAYAN BENGKEL;I;MEDAN TIMUR-PULO BRAYAN BENGKEL-I
1865;MEDAN TIMUR;PULO BRAYAN BENGKEL;II;MEDAN TIMUR-PULO BRAYAN BENGKEL-II
1866;MEDAN TIMUR;PULO BRAYAN BENGKEL;III;MEDAN TIMUR-PULO BRAYAN BENGKEL-III
1867;MEDAN TIMUR;PULO BRAYAN BENGKEL;IV;MEDAN TIMUR-PULO BRAYAN BENGKEL-IV
1868;MEDAN TIMUR;PULO BRAYAN BENGKEL;V;MEDAN TIMUR-PULO BRAYAN BENGKEL-V
1869;MEDAN TIMUR;PULO BRAYAN BENGKEL;VI;MEDAN TIMUR-PULO BRAYAN BENGKEL-VI
1870;MEDAN TIMUR;PULO BRAYAN BENGKEL;VII;MEDAN TIMUR-PULO BRAYAN BENGKEL-VII
1871;MEDAN TIMUR;PULO BRAYAN BENGKEL;VIII;MEDAN TIMUR-PULO BRAYAN BENGKEL-VIII
1872;MEDAN TIMUR;PULO BRAYAN BENGKEL;IX;MEDAN TIMUR-PULO BRAYAN BENGKEL-IX
1873;MEDAN TIMUR;PULO BRAYAN BENGKEL;X;MEDAN TIMUR-PULO BRAYAN BENGKEL-X
1874;MEDAN TIMUR;PULO BRAYAN BENGKEL;XI;MEDAN TIMUR-PULO BRAYAN BENGKEL-XI
1875;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;I;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-I
1876;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;II;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-II
1877;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;III;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-III
1878;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;IV;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-IV
1879;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;V;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-V
1880;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;VI;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-VI
1881;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;VII;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-VII
1882;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;VIII;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-VIII
1883;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;IX;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-IX
1884;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;X;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-X
1885;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;XI;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-XI
1886;MEDAN TIMUR;PULO BRAYAN BENGKEL BARU;XII;MEDAN TIMUR-PULO BRAYAN BENGKEL BARU-XII
1887;MEDAN TIMUR;PULO BRAYAN DARAT I;I;MEDAN TIMUR-PULO BRAYAN DARAT I-I
1888;MEDAN TIMUR;PULO BRAYAN DARAT I;II;MEDAN TIMUR-PULO BRAYAN DARAT I-II
1889;MEDAN TIMUR;PULO BRAYAN DARAT I;III;MEDAN TIMUR-PULO BRAYAN DARAT I-III
1890;MEDAN TIMUR;PULO BRAYAN DARAT I;IV;MEDAN TIMUR-PULO BRAYAN DARAT I-IV
1891;MEDAN TIMUR;PULO BRAYAN DARAT I;V;MEDAN TIMUR-PULO BRAYAN DARAT I-V
1892;MEDAN TIMUR;PULO BRAYAN DARAT I;VI;MEDAN TIMUR-PULO BRAYAN DARAT I-VI
1893;MEDAN TIMUR;PULO BRAYAN DARAT I;VII;MEDAN TIMUR-PULO BRAYAN DARAT I-VII
1894;MEDAN TIMUR;PULO BRAYAN DARAT I;VIII;MEDAN TIMUR-PULO BRAYAN DARAT I-VIII
1895;MEDAN TIMUR;PULO BRAYAN DARAT I;IX;MEDAN TIMUR-PULO BRAYAN DARAT I-IX
1896;MEDAN TIMUR;PULO BRAYAN DARAT I;X;MEDAN TIMUR-PULO BRAYAN DARAT I-X
1897;MEDAN TIMUR;PULO BRAYAN DARAT I;XI;MEDAN TIMUR-PULO BRAYAN DARAT I-XI
1898;MEDAN TIMUR;PULO BRAYAN DARAT I;XII;MEDAN TIMUR-PULO BRAYAN DARAT I-XII
1899;MEDAN TIMUR;PULO BRAYAN DARAT I;XIII;MEDAN TIMUR-PULO BRAYAN DARAT I-XIII
1900;MEDAN TIMUR;PULO BRAYAN DARAT I;XIV;MEDAN TIMUR-PULO BRAYAN DARAT I-XIV
1901;MEDAN TIMUR;PULO BRAYAN DARAT II;I;MEDAN TIMUR-PULO BRAYAN DARAT II-I
1902;MEDAN TIMUR;PULO BRAYAN DARAT II;II;MEDAN TIMUR-PULO BRAYAN DARAT II-II
1903;MEDAN TIMUR;PULO BRAYAN DARAT II;III;MEDAN TIMUR-PULO BRAYAN DARAT II-III
1904;MEDAN TIMUR;PULO BRAYAN DARAT II;IV;MEDAN TIMUR-PULO BRAYAN DARAT II-IV
1905;MEDAN TIMUR;PULO BRAYAN DARAT II;V;MEDAN TIMUR-PULO BRAYAN DARAT II-V
1906;MEDAN TIMUR;PULO BRAYAN DARAT II;VI;MEDAN TIMUR-PULO BRAYAN DARAT II-VI
1907;MEDAN TIMUR;PULO BRAYAN DARAT II;VII;MEDAN TIMUR-PULO BRAYAN DARAT II-VII
1908;MEDAN TIMUR;PULO BRAYAN DARAT II;VIII;MEDAN TIMUR-PULO BRAYAN DARAT II-VIII
1909;MEDAN TIMUR;PULO BRAYAN DARAT II;IX;MEDAN TIMUR-PULO BRAYAN DARAT II-IX
1910;MEDAN TIMUR;PULO BRAYAN DARAT II;X;MEDAN TIMUR-PULO BRAYAN DARAT II-X
1911;MEDAN TIMUR;PULO BRAYAN DARAT II;XI;MEDAN TIMUR-PULO BRAYAN DARAT II-XI
1912;MEDAN TIMUR;PULO BRAYAN DARAT II;XII;MEDAN TIMUR-PULO BRAYAN DARAT II-XII
1913;MEDAN TIMUR;PULO BRAYAN DARAT II;XIII;MEDAN TIMUR-PULO BRAYAN DARAT II-XIII
1914;MEDAN TIMUR;PULO BRAYAN DARAT II;XIV;MEDAN TIMUR-PULO BRAYAN DARAT II-XIV
1915;MEDAN TIMUR;PULO BRAYAN DARAT II;XV;MEDAN TIMUR-PULO BRAYAN DARAT II-XV
1916;MEDAN TIMUR;SIDODADI;I;MEDAN TIMUR-SIDODADI-I
1917;MEDAN TIMUR;SIDODADI;II;MEDAN TIMUR-SIDODADI-II
1918;MEDAN TIMUR;SIDODADI;III;MEDAN TIMUR-SIDODADI-III
1919;MEDAN TIMUR;SIDODADI;IV;MEDAN TIMUR-SIDODADI-IV
1920;MEDAN TIMUR;SIDODADI;V;MEDAN TIMUR-SIDODADI-V
1921;MEDAN TIMUR;SIDODADI;VI;MEDAN TIMUR-SIDODADI-VI
1922;MEDAN TIMUR;SIDODADI;VII;MEDAN TIMUR-SIDODADI-VII
1923;MEDAN TIMUR;SIDODADI;VIII;MEDAN TIMUR-SIDODADI-VIII
1924;MEDAN TIMUR;SIDODADI;IX;MEDAN TIMUR-SIDODADI-IX
1925;MEDAN TIMUR;SIDODADI;X;MEDAN TIMUR-SIDODADI-X
1926;MEDAN TIMUR;SIDODADI;XI;MEDAN TIMUR-SIDODADI-XI
1927;MEDAN TUNTUNGAN;KEMENANGAN TANI;I;MEDAN TUNTUNGAN-KEMENANGAN TANI-I
1928;MEDAN TUNTUNGAN;KEMENANGAN TANI;II;MEDAN TUNTUNGAN-KEMENANGAN TANI-II
1929;MEDAN TUNTUNGAN;KEMENANGAN TANI;III;MEDAN TUNTUNGAN-KEMENANGAN TANI-III
1930;MEDAN TUNTUNGAN;KEMENANGAN TANI;IV;MEDAN TUNTUNGAN-KEMENANGAN TANI-IV
1931;MEDAN TUNTUNGAN;KEMENANGAN TANI;V;MEDAN TUNTUNGAN-KEMENANGAN TANI-V
1932;MEDAN TUNTUNGAN;LADANG BAMBU;I;MEDAN TUNTUNGAN-LADANG BAMBU-I
1933;MEDAN TUNTUNGAN;LADANG BAMBU;II;MEDAN TUNTUNGAN-LADANG BAMBU-II
1934;MEDAN TUNTUNGAN;LADANG BAMBU;III;MEDAN TUNTUNGAN-LADANG BAMBU-III
1935;MEDAN TUNTUNGAN;LADANG BAMBU;IV;MEDAN TUNTUNGAN-LADANG BAMBU-IV
1936;MEDAN TUNTUNGAN;LADANG BAMBU;V;MEDAN TUNTUNGAN-LADANG BAMBU-V
1937;MEDAN TUNTUNGAN;LAU CIH;I;MEDAN TUNTUNGAN-LAU CIH-I
1938;MEDAN TUNTUNGAN;LAU CIH;II;MEDAN TUNTUNGAN-LAU CIH-II
1939;MEDAN TUNTUNGAN;LAU CIH;III;MEDAN TUNTUNGAN-LAU CIH-III
1940;MEDAN TUNTUNGAN;MANGGA;I;MEDAN TUNTUNGAN-MANGGA-I
1941;MEDAN TUNTUNGAN;MANGGA;II;MEDAN TUNTUNGAN-MANGGA-II
1942;MEDAN TUNTUNGAN;MANGGA;III;MEDAN TUNTUNGAN-MANGGA-III
1943;MEDAN TUNTUNGAN;MANGGA;IV;MEDAN TUNTUNGAN-MANGGA-IV
1944;MEDAN TUNTUNGAN;MANGGA;V;MEDAN TUNTUNGAN-MANGGA-V
1945;MEDAN TUNTUNGAN;MANGGA;VI;MEDAN TUNTUNGAN-MANGGA-VI
1946;MEDAN TUNTUNGAN;MANGGA;VII;MEDAN TUNTUNGAN-MANGGA-VII
1947;MEDAN TUNTUNGAN;MANGGA;VIII;MEDAN TUNTUNGAN-MANGGA-VIII
1948;MEDAN TUNTUNGAN;MANGGA;IX;MEDAN TUNTUNGAN-MANGGA-IX
1949;MEDAN TUNTUNGAN;MANGGA;X;MEDAN TUNTUNGAN-MANGGA-X
1950;MEDAN TUNTUNGAN;MANGGA;XI;MEDAN TUNTUNGAN-MANGGA-XI
1951;MEDAN TUNTUNGAN;MANGGA;XII;MEDAN TUNTUNGAN-MANGGA-XII
1952;MEDAN TUNTUNGAN;MANGGA;XIII;MEDAN TUNTUNGAN-MANGGA-XIII
1953;MEDAN TUNTUNGAN;MANGGA;XIV;MEDAN TUNTUNGAN-MANGGA-XIV
1954;MEDAN TUNTUNGAN;MANGGA;XV;MEDAN TUNTUNGAN-MANGGA-XV
1955;MEDAN TUNTUNGAN;MANGGA;XVI;MEDAN TUNTUNGAN-MANGGA-XVI
1956;MEDAN TUNTUNGAN;MANGGA;XVII;MEDAN TUNTUNGAN-MANGGA-XVII
1957;MEDAN TUNTUNGAN;MANGGA;XVIII;MEDAN TUNTUNGAN-MANGGA-XVIII
1958;MEDAN TUNTUNGAN;MANGGA;XIX;MEDAN TUNTUNGAN-MANGGA-XIX
1959;MEDAN TUNTUNGAN;MANGGA;XX;MEDAN TUNTUNGAN-MANGGA-XX
1960;MEDAN TUNTUNGAN;MANGGA;XXI;MEDAN TUNTUNGAN-MANGGA-XXI
1961;MEDAN TUNTUNGAN;MANGGA;XXII;MEDAN TUNTUNGAN-MANGGA-XXII
1962;MEDAN TUNTUNGAN;MANGGA;XXIII;MEDAN TUNTUNGAN-MANGGA-XXIII
1963;MEDAN TUNTUNGAN;MANGGA;XXIV;MEDAN TUNTUNGAN-MANGGA-XXIV
1964;MEDAN TUNTUNGAN;NAMO GAJAH;I;MEDAN TUNTUNGAN-NAMO GAJAH-I
1965;MEDAN TUNTUNGAN;NAMO GAJAH;II;MEDAN TUNTUNGAN-NAMO GAJAH-II
1966;MEDAN TUNTUNGAN;NAMO GAJAH;III;MEDAN TUNTUNGAN-NAMO GAJAH-III
1967;MEDAN TUNTUNGAN;SIDOMULYO;I;MEDAN TUNTUNGAN-SIDOMULYO-I
1968;MEDAN TUNTUNGAN;SIDOMULYO;II;MEDAN TUNTUNGAN-SIDOMULYO-II
1969;MEDAN TUNTUNGAN;SIDOMULYO;III;MEDAN TUNTUNGAN-SIDOMULYO-III
1970;MEDAN TUNTUNGAN;SIDOMULYO;IV;MEDAN TUNTUNGAN-SIDOMULYO-IV
1971;MEDAN TUNTUNGAN;SIMALINGKAR B;I;MEDAN TUNTUNGAN-SIMALINGKAR B-I
1972;MEDAN TUNTUNGAN;SIMALINGKAR B;II;MEDAN TUNTUNGAN-SIMALINGKAR B-II
1973;MEDAN TUNTUNGAN;SIMALINGKAR B;III;MEDAN TUNTUNGAN-SIMALINGKAR B-III
1974;MEDAN TUNTUNGAN;SIMALINGKAR B;IV;MEDAN TUNTUNGAN-SIMALINGKAR B-IV
1975;MEDAN TUNTUNGAN;SIMALINGKAR B;V;MEDAN TUNTUNGAN-SIMALINGKAR B-V
1976;MEDAN TUNTUNGAN;SIMPANG SELAYANG;I;MEDAN TUNTUNGAN-SIMPANG SELAYANG-I
